Text Snippet,URLFound,Day,Month,Year,Sentiment Value
"REGISTRATION : https://getregisterednow.com/Training/Register/Register.asp?e=TechDaysMiltonKeynes Created for embedded engineers, Designing with Freescale (DwF) TechDay seminars offer instructor-led training courses, spanning a wide variety of Freescale solutions, that enable you to accelerate the development of innovative products. Freescale will be present in Milton Keynes, on November 10. This Freescale TechDay offers many opportunities for you to discover all of the new product lines launched by Freescale this year, including : Starcore DSPs and 32- / 64-bit PowerQUICC and QorIQ processorsFreescale Xtrinsic sensor solutionsi.MX overview Multimedia solutions from ARM®7 to Cortex A9 & i.MX OS solutions: Linux, Android and Windows Compact 7ARM® Cortex™-M4-based Kinetis MCUs Attendees will also have the possibility to participate to a hands on workshop on MQX Operating SystemIn addition, attendees will  be able to interact with experts from Freescale and our ecosystem partners in the accompanying technology lab. ",http://www.element14.com/community/thread/15115?start=0&tstart=0,25,10,2011,111
"Hi JohnJust got my RIOT board but so far not impressed.The documentation is poor (no actual operation or user guide - lots about the hardware and changing the operating system).I can't get a display.On one monitor with a DVI to HDMI adapter - nothing.On a 42 Panasonic TV with HDMI - Nothing.On a Dell monitor with the DVI cable I get the ANDROID appear for a few seconds then a black screen.If I hot plug the HDMI cable it shows the booted android screen but the screen asks to plug in the charger (no charger fitted) and then the screen goes black.I have checked the power supply and I also have 5V and 3.3V on pins on the DIO port so power is good.For something that is supposed to work out of the box it fails badly.I am an electronics tech with 20+ years of experience and had no such problems with the dozen or so boards I have used in the past (Arduino, Olimex, PIC ).Am I just unlucky or was this released before it was tested properly?RegardsDenis ",http://www.element14.com/community/thread/32447?start=0&tstart=0,24,3,2014,111
Are you familiar with the Freescale Tower? It is coming to universities across EMEA as it is the modular development environment used to set up teaching labs. ,http://www.element14.com/community/thread/16073?start=0&tstart=0,9,1,2012,21
"We've created one from the schematics, but maybe your IOMux file can shed some light on the power levels in the Power Tab of the Freescale IOMux Tool. The i.MX 6Solo/6DualLite Applications Processor Reference Manual chapter 37 contains details of everything the SoC is capable of. It probably answers most questions. ",http://www.element14.com/community/thread/32447?start=60&tstart=0,26,4,2014,111
That being said I'm not sure how to change the pin mux. I guess I'll be editing the board-mx6solo_RIoTboard.c file in some way. ,http://www.element14.com/community/thread/32894?start=0&tstart=0,8,4,2014,112
"just for info. ele14 is providing a LCD8000-97CLCD8000-97C$j(document).ready(function() {productSearch.enableProductLinkIfAvailable('addProduct-kWP0hAQR','2364786','');});
  9.7 inch LCD, its fully supported by riotboard.to get this working. at uboot halt the boot process by pressing any button,then update boot params using below commands :
setenv bootargs console=ttymxc1,115200 init=/init nosmp video=mxcfb0:dev=ldb,bpp=32 video=mxcfb1:off vmalloc=400M androidboot.console=ttymxc1 androidboot.hardware=freescale
 
save the env changes...
saveenv
 after this u can boot the board to see display. ",http://www.element14.com/community/thread/32447?start=15&tstart=0,1,4,2014,2111
"The doc is 5789 pages long, I have a feeling you may be more confused after you've read it  I'm in no way trying to be condescending here, but perhaps an Arduino would be a better starting point? Otherwise, if you want to use the i.MX6 at such a low level you really do need to start reading the easily available docs. The information you're looking for is all there. ",http://www.element14.com/community/thread/32447?start=30&tstart=0,8,4,2014,112
Looking for Freescale Cup support? 2 important links for you:The Freescale Cup Wiki http://thefreescalecup.wikidot.com/StreetSmarts Forum http://streetsmarts.freescale.com ,http://www.element14.com/community/thread/12636?start=0&tstart=0,6,9,2011,23
"plz have a look at  WiPiWiPi$j(document).ready(function() {productSearch.enableProductLinkIfAvailable('addProduct-Mmyv7W7T','','07W8938 ');});
 from ele14. the wifi drivers  supporting Riotboard will be available within sometime. ",http://www.element14.com/community/thread/32447?start=15&tstart=0,1,4,2014,212
"CRTouch is the first device to integrate gesture recognition without the need for complex hardware or screen modifications. The Xtrinsic touch sensing platform also expands Freescale’s Ready Play solutions portfolio. CRTouch addition to the Xtrinsic sensing portfolio is ideal for applications involving control panels, human machine interface (HMI), keyboard replacement, automotive, point of sale terminals, signature capture devices and kiosks. ",http://www.element14.com/community/thread/16085?start=0&tstart=0,28,3,2012,231
This link will help you create Debian rootfs using debootstrap. It is pretty straightforward so you shouldn't have any problem to achieve that.Hard Float on RIoTboard This link will help you dealing with kernel issue causing segmentation fault after reboot. This require recompiling kernel which is described in RiotBoard manual. Reboot of the Linux OS run into segmentation fault Hope it will help ,http://www.element14.com/community/thread/32447?start=0&tstart=0,24,3,2014,3211
"[profiles]
chip = MX6DL Linux Update
 
[platform]
board = RIOT
 
[LIST]
name = i.MX6SOLO-ubuntu-RIOT-eMMC
 the name (i.MX6SOLO-ubuntu-RIOT-eMMC) in ""cfg.ini"" is used a candidate for profile selection in the next step. the other file is present as ucl2.txt in MFGTools directory ""/Mfgtools-Rel-4.1.0_130816_MX6DL_UPDATER/Profiles/MX6DL Linux Update/OS Firmware"".rename the file from ucl2.txt  to ucl2.xml .after renaming the MFGTools will be able to recognize the board.the ""ucl2.xml"" contains the instructions to erase eMMC and install firmware (linux/android).the instuctions are available under ""i.MX6SOLO-ubuntu-RIOT-eMMC"" (~line 934) and looks like below <LIST name=""i.MX6SOLO-ubuntu-RIOT-eMMC"" desc=""Choose eMMC as media"">      <CMD state=""BootStrap"" type=""boot"" body=""BootStrap"" file =""u-boot-mx6solo-riot.bin"" >Loading U-boot</CMD>    <CMD state=""BootStrap"" type=""load"" file=""uImage"" address=""0x10800000""MFG flasher will flash files in ""/Mfgtools-Rel-4.1.0_130816_MX6DL_UPDATER/Profiles/MX6DL Linux Update/OS Firmware""  according to above instructions.please check the ucl2.xml file to get more details. SW1 is in the correct state for serial download. ",http://www.element14.com/community/thread/32447?start=30&tstart=0,9,4,2014,111112
"Where can you have access to the latest MCU technology and apply it hands-on in nationwide competitions? Welcome to the Freescale Cup, where university students build an autonomous model race car and compete for the fastest time. The Freescale Cup is a global competition where student teams build, program, and race a model car around a track for speed. The fastest car to complete the track without derailing, wins. ",http://www.element14.com/community/thread/12636?start=0&tstart=0,18,4,2011,1111
"This limits the platform significantly. Can anyone at Element14 please put pressure  on freescale, or better yet compile their own version of linux with the enabled? Without this the usefulness of the board as an embedded platform is limited as many libraries and frameworks are only building against hard float.Thanks. ",http://www.element14.com/community/thread/32011?start=0&tstart=0,3,3,2014,111
"Hello,I have a few questions about riot and the user manual:I downloaded the Android image and Android tools from www.element14.com/riotboard and the user manual.I have everything on E:\riot (Windows machine)I cannot install the Andriod OS on my SD card.After that: 1. page 42 chap. 3.4 Setting-up terminal emulation. ",http://www.element14.com/community/thread/32447?start=90&tstart=0,4,7,2014,121
"C:\>adb push spidev_test /system/lcdtest
853 KB/s (7868 bytes in 0.009s)


 Back in the serial shell I made the binary executable and tried it out. root@RIoTboard_6solo:/ # chmod 777 /system/lcdtest/spidev_test
root@RIoTboard_6solo:/ # /system/lcdtest/spidev_test -H -O
spi mode: 3
bits per word: 8
max speed: 500000 Hz (500 KHz)


FF FF FF FF FF FF
FF FF FF FF FF FF
FF FF FF FF FF FF
FF FF FF FF FF FF
FF FF FF FF FF FF
FF FF FF FF FF FF
FF FF


 Everything nearly worked correct. I was scoping the output on my logic analyser and noticed that my Clock isn't operating at the correct polarity.The clock polarity appears to be mode 0 no matter what mode I set the spidev to be. ",http://www.element14.com/community/thread/32894?start=0&tstart=0,27,6,2014,111
"The lunch target is actually RIoTboard_6solo-user NOT riot_6solo-user. source build/envsetup.sh
lunch RIoTboard_6solo-user
make clean
make
 Anyway that's what worked for me. I hope this helps someone. ",http://www.element14.com/community/thread/32894?start=0&tstart=0,23,4,2014,1222
"Changing the Cortex-M microcontroller type is just as easy, as the Software Platform Builder takes care of collecting the middleware functionalities and the low-level drivers for the microcontroller, after which the code framework is generated and then compiled with the application code. The new release includes support for a range of new Cortex-M based microcontrollers, including variants from STMicroelectronics (STM32), Silicon Labs (Zero Gecko) and Freescale (Kinetis). The integrated debugger provides support for many new evaluation boards and starter kits, providing pre-configured connectivity to allow the developer to quickly test his application on standard off-the-shelf hardware. ",http://www.element14.com/community/thread/31905?start=0&tstart=0,27,2,2014,111
Will there be ANY continuously support for the boards like android updates? there will be updates supported on Riotboard to ensure smooth running for all available peripherals. Or is this Project closed with current android and Linux Image? ,http://www.element14.com/community/thread/33334?start=0&tstart=0,28,4,2014,112
"The conga-QMX6 Computer-On-Module (COM) is equipped with the Freescale i.MX6 ARM Cortex A9 processor family which is scalable from 1 to 4 ARM cores and sports a sophisticated high-end, 3D-ready HD graphics interface. The Qseven module will be available in 4 processor versions, starting with Freescale's i.MX6 Solo ARM Cortex A9 (1.0GHz, 512KB cache) up to the Freescale i.MX6 Quad ARM Cortex A9 (1.2GHz, 1MB cache). The standardization of ARM processors has increased in line with the rise in high-performance mobile multimedia devices, leading to more tightly integrated, less application-specific processors with reliable, well-defined interfaces. ",http://www.element14.com/community/thread/16870?start=0&tstart=0,28,2,2012,111
"Consider it E14's contribution to slightly reducing the environmental impact of making cool boards.Pictures are better than words, I'm in the UK, so need one of these:You likely need something different, depending on where in the world you are. The SL and Minnow come with these The i.MX5-QSB came with thisjust pick the adapter plate for your location. This still lets the manufacturer blindly drop in a single PSU type, but far fewer will get binned 10 seconds after opening the box. ",http://www.element14.com/community/thread/26469?start=0&tstart=0,19,8,2013,111
"Scrooge McDuck wrote:
also, apart from the imx6SDK, are there at least header files specific to the riotbard in order to use things like the LEDs (or is it just freescale)? Assuming Linux, since you didn't say what OS you want to use, /sys/class/leds why would you need header files ?Otherwise, the leds are just connected to a gpio, so /sys/class/gpio 
When using the imx6SDK what is the board revision (B ? ",http://www.element14.com/community/thread/32447?start=15&tstart=0,8,4,2014,111
"This is where the User Manual made an error. The lunch target is actually RIoTboard_6solo-user NOT riot_6solo-user. source build/envsetup.sh
lunch RIoTboard_6solo-user
make clean
make
 Anyway that's what worked for me. I hope this helps someone. ",http://www.element14.com/community/thread/32894?start=0&tstart=0,23,4,2014,11222
"Rather, it's a two-way audio-video communications platform on wheels. No legs, no arms, no head.As engineers move closer to developing robots that perform human tasks, many are asking: How human do I want this robot to be?During the opening keynote of the recent Freescale Technology Forum (FTF), Freescale's medical segment marketing manager, David Niewolny, demonstrated an on-stage application of a communications robot. The robot enabled a patient in bed to talk to his doctor via an onboard video screen.The robot, designed and built by VGo Communications Inc., doesn't look human. ",http://www.element14.com/community/thread/13653?start=0&tstart=0,6,7,2011,111
The 2012/2013 Freescale Cup season is underway with 32 enrolled schools and over 110 student teams working on their intelligent cars. You can follow their progress via our StreetSmarts site at http://streetsmarts.freescale.com ,http://www.element14.com/community/thread/12636?start=15&tstart=0,5,7,2012,12
"Well it took some doing but I was finally able to compile the RIoT board source code. I created an Ubuntu 12.04 virtual machine with 1 core, around 8 GB of RAM and 80 GB HD space.Any more than 1 core and it would freeze up.Without enough RAM compilation would fail. ",http://www.element14.com/community/thread/32894?start=0&tstart=0,23,4,2014,31
Get free student/educator day passes by sending your contact information at EW2012@freescale.com ,http://www.element14.com/community/thread/12636?start=15&tstart=0,19,12,2011,1
Hi everyone. I am attempting to use the RIoT Board as the basis for a HMI design. I hope to document my progress in this forum. ,http://www.element14.com/community/thread/32894?start=0&tstart=0,8,4,2014,213
"Hello! My name is Monica Arvizu, I started working for Freescale Semiconductor as a social media engager. Currently, I am working with our own jive-provided space which is https://community.freescale.com and I was wondering if there's a way your site can make our site figure somewhere. I am doing it through the documents I am posting out here, but it would be great if some one could tell me that Freescale community can be somehow bounded with element14. Thank you very much! ",http://www.element14.com/community/thread/21998?start=0&tstart=0,6,2,2013,21113
"Hi, do you have any advice on how to flash your own operating system onto the riotboard?also, apart from the imx6SDK, are there at least header files specific to the riotbard in order to use things like the LEDs (or is it just freescale)? When using the imx6SDK what is the board revision (B ? ",http://www.element14.com/community/thread/32447?start=15&tstart=0,8,4,2014,12
"I currently have a number of dev boards, starting with the Raspberry Pi Model B Rev 2. Just the other day, I started looking at getting a Freescale board, and started comparing the WandBoard and the Udoo. My main consideration, was mainly Quad core boards, but if the board would do the things that I want it to do, and if the OS runs well on the board, then a single core processor would be fine. ",http://www.element14.com/community/thread/31606?start=0&tstart=0,17,2,2014,211
"However, when you go looking there's nothing much in the way of visible activity for it,  here or elsewhere, beyond that doc. Same goes for the Sabre-Lite here on e14 - luckily the SL is a Freescale reference design and has some more active people working on it elsewhere.Beginning to see a pattern? ",http://www.element14.com/community/thread/32447?start=30&tstart=0,13,4,2014,21
"Still, there's a lot to like about it and although it doesn't stand out from the crowd, it has the distinct advantage of being available from your local e14 outlet, currently no BBB style supply issues. Although using the i.MX6 it comes with that US export restriction nonesense that we all love to hate - mcb1 will have more forms and black helicopters to hide from  Software seems to be the letdown for most people right now. I was hoping to be able to have instructions posted for mainline u-boot and kernel builds, but some of the patches are taking longer than I'd hoped to appear and with the best will in the world, most people simply aren't ready to lift patches from some mailing list , resolve merge conflicts manually etc. ",http://www.element14.com/community/thread/32447?start=45&tstart=0,24,4,2014,111
"Hi,I recently bought an XTRINSIC-SENSE-BOARD freescale MEMS sensor eval board. Inside the box were the board itself and a single-page Quick Start Guide. ",http://www.element14.com/community/thread/35984?start=0&tstart=0,26,6,2014,11
"Ken Lanthorne wrote:
 
Selsinork,
 
You have earned my respect for the work that you have been putting into making the RiotBoard useable for others, as you have done for other products including the RPi an BBBlack in recent years. I certainly understand that you might feel a little protective of the product, and rightfully so, but your earlier comment to me was unnecessary. ",http://www.element14.com/community/thread/32447?start=60&tstart=0,25,4,2014,31
I want to install LINUX (Debian) on my RIOTBoard. How do I go about doing this; in the simplest of terms? ,http://www.element14.com/community/thread/32447?start=30&tstart=0,19,4,2014,12
"I managed to download ubuntu rootfs using debootstrap, but I was not able to run qemu with compiled kernel 3.0.35 for RiotBoard. I tried kernel from ubuntu sites Index of /ubuntu-ports/dists/precise/main/installer-armel/current/images/linaro-vexpress/netboot which works in qemu, but when I finished debootstrap --second-stage, tarball rootfs and flash it to RiotBoard, during boot it hangs with message Freeing init memory: 212K So if you are able to write some steps how to go through this. It would be nice. ",http://www.element14.com/community/thread/32011?start=0&tstart=0,23,3,2014,112
I finally ordered my RIoTboard late last week and it was delivered today. My first impressions of the preinstalled Android are quite favorable. ,http://www.element14.com/community/thread/31606?start=0&tstart=0,17,3,2014,11
The Freescale Cup drive forward. Cars are already running at schools. ,http://www.element14.com/community/thread/12636?start=0&tstart=0,28,11,2011,21
"Sending out an extremely general question demanding a very specific answer, and then signing off with ""it's useless"" 3 days later is not going to get you anywhere. Your question should be along the lines of: Which WiFi adapters can I expect to get working with riotboard on OS xxx, orI have wifi adapter X, what do I need to do to get it working on OS xxx, orIs their a site or Howto for WiFi on the Riotboard. ",http://www.element14.com/community/thread/32447?start=30&tstart=0,14,4,2014,01
"As students get back to class, The Freescale Cup comes to life. 150 students across Europe (Germany, France, Poland, Czech Republic, Slovakia and Romania) are about to get their car kits and prepare for the European Final that will be held in Germany (place still a secret...) in March 2012. ",http://www.element14.com/community/thread/12636?start=0&tstart=0,2,9,2011,11
"Hello there!I have downloaded sources , images schematics and tools from freescale website. @address:http://www.freescale.com/webapp/sps/site/prod_summary.jsp?code=i.MX6Q&nodeId=018rH3ZrDRB24A&fpsp=1&tab=Design_Tools_Tab There seem to be 2 boards: SabreSD (smart device) and SabreAI (automotive-infotainment)Which one should I use when i'll be setting up my linux host environment?Thank you for your help. ",http://www.element14.com/community/thread/22233?start=0&tstart=0,19,2,2013,11
"I'm not going to fault them for a decent power design    There does seem t o be a lot of resistors, a good portion of which are currently zero ohm. There's potential for two PCIe x1 lanes on this, i.MX6 has only has one - or at least only one exposed on the SL. I'm slightly more keen to try PCIe on the minnow as the differential clock is available on the expansion header. ",http://www.element14.com/community/thread/26469?start=0&tstart=0,19,8,2013,111
"Don't worry! Here at element14, we're working on our own upcoming RIoTBoard RoadTest. Follow this space and that way you'll find out the moment we announce it. ",http://www.element14.com/community/thread/32007?start=0&tstart=0,3,3,2014,223
"The Tower System is a uniquely powerful modular development platform that offers endless possibilities for prototyping a microcontroller-based system.Interchangeable and reusable modules along with open source design files make it easy to customize your design and reduce low level design giving you more time to focus on differentiated solutions. Freescale's modular development platform saves you months of development time now and in the future through rapid prototyping and tool re–use.Take your design to the next level with the Freescale Tower System.Sold in kits or as individual modules, the expansion of your Tower System from a development tool into a development platform is simple and cost effective. Want to know more? ",http://www.element14.com/community/thread/15929?start=0&tstart=0,27,12,2011,112
"Since I'm not using LVDS I just hijacked the structure. static struct platform_pwm_backlight_data mx6_RIoTboard_pwm_backlight_data = {
  /* LVDS uses PWM4 but initializes #3. It turns out they're numbered 0-3, not 1-4. ",http://www.element14.com/community/thread/32894?start=0&tstart=0,17,7,2014,111
